movie,original_language,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,genres,release_month
the to do list,en,7.33,5.5,534,2013-07-26,1500000,4128828,multiple_genres,7
the tourist,en,10.307,6.1,3133,2010-12-10,100000000,278731369,multiple_genres,12
the town,en,13.476,7.1,2386,2010-09-17,37000000,152566881,horror,9
the transporter refueled,en,13.428,5.4,836,2015-09-04,22000000,69698495,multiple_genres,9
the tree of life,en,11.569,6.6,1730,2011-05-27,35000000,61721826,multiple_genres,5
the twilight saga: eclipse,en,20.34,6.0,4909,2010-06-30,68000000,706102828,multiple_genres,6
the upside,en,28.138,7.3,274,2019-01-11,37500000,119024536,multiple_genres,1
the vatican exorcisms,en,0.819,4.2,14,2013-12-31,1100000,0,horror,12
the vatican tapes,en,7.841,4.6,365,2015-07-24,13000000,14929184,multiple_genres,7
the veil,en,6.0,4.1,44,2015-12-31,4000000,0,horror,12
the virginity hit,en,4.834,4.6,35,2010-09-24,2000000,636706,comedy,9
the visit,en,0.631,8.0,1,2015-09-11,5000000,98677816,multiple_genres,9
the vow,en,13.046,7.1,2409,2012-02-10,30000000,197618160,multiple_genres,2
the walk,en,11.754,6.9,1906,2015-09-30,35000000,61492104,multiple_genres,9
the walking deceased,en,3.215,5.0,59,2015-03-20,2000000,0,multiple_genres,3
the wall,de,5.577,6.7,61,2017-05-12,3000000,4495262,comedy,5
the warrior's way,en,8.259,6.1,203,2010-12-03,42000000,8514325,multiple_genres,12
the watch,en,10.228,5.4,1356,2012-07-27,55000000,67130045,multiple_genres,7
the watcher,en,2.237,5.4,58,2000-09-08,33000000,47267829,drama,9
the water diviner,en,11.479,6.8,682,2015-04-24,22500000,31054727,multiple_genres,4
the way way back,en,9.977,7.1,1043,2013-07-05,5000000,26853810,multiple_genres,7
the wedding ringer,en,15.876,6.5,961,2015-01-16,23000000,80171596,comedy,1
the wicked within,en,2.897,4.4,28,2013-12-31,1200000,0,horror,12
the witch,en,13.493,6.6,2931,2016-02-19,3500000,40454520,multiple_genres,2
the wolf of wall street,en,29.518,7.9,12411,2013-12-25,100000000,389870414,multiple_genres,12
the wolfman,en,14.03,5.7,1009,2010-02-12,150000000,142634358,multiple_genres,2
the wolverine,en,4.323,6.3,6176,2013-07-26,115000000,416456852,multiple_genres,7
the woman in black,en,12.781,6.1,2122,2012-02-03,15000000,128955898,multiple_genres,2
the word,pl,0.84,4.8,15,2014-03-14,200000,3648,drama,3
the words,en,7.201,6.6,628,2012-09-07,6000000,16369708,multiple_genres,9
the world's end,en,12.719,6.7,2990,2013-08-23,20000000,47508505,multiple_genres,8
the young and prodigious t.s. spivet,en,7.285,6.7,389,2015-07-31,33000000,357687,multiple_genres,7
the young messiah,en,5.531,6.1,50,2016-03-11,16800000,7313697,multiple_genres,3
there be dragons,en,7.058,5.1,93,2011-05-06,36000000,4020990,multiple_genres,5
they came together,en,7.353,5.5,226,2014-06-27,3000000,82780,multiple_genres,6
they will have to kill us first,fr,0.6,5.0,1,2016-03-04,600000,7943,documentary,3
think like a man,en,5.905,6.9,438,2012-04-20,12000000,113373764,multiple_genres,4
think like a man too,en,8.25,6.3,319,2014-06-20,24000000,70027933,multiple_genres,6
this is 40,en,8.132,5.7,1296,2012-12-21,35000000,90221182,multiple_genres,12
this is martin bonner,en,1.897,5.7,9,2013-06-21,42000,0,drama,6
this is the end,en,10.635,6.2,3789,2013-06-12,32000000,126539117,multiple_genres,6
this is where i leave you,en,9.681,6.6,695,2014-09-19,20000000,41296320,multiple_genres,9
this means war,en,12.017,6.0,2096,2012-02-17,65000000,156974557,multiple_genres,2
thor,en,38.068,6.7,12764,2011-05-06,150000000,449326618,multiple_genres,5
thor: ragnarok,en,43.45,7.5,11380,2017-11-03,180000000,846980024,multiple_genres,11
thor: the dark world,en,31.014,6.7,10171,2013-11-08,150000000,644602516,multiple_genres,11
thoroughbreds,en,11.241,6.3,398,2018-03-09,5000000,3187302,multiple_genres,3
"three billboards outside ebbing, missouri",en,17.808,8.2,5432,2017-11-10,12000000,160191915,multiple_genres,11
thunder and the house of magic,en,6.781,6.3,196,2014-09-05,34000000,62582520,multiple_genres,9
tiger orange,en,2.62,6.2,8,2015-07-07,100000,0,drama,7
tim and eric's billion dollar movie,en,4.946,5.7,61,2012-03-02,3000000,223652,comedy,3
time to choose,en,0.753,8.3,3,2016-06-03,3500000,29233,documentary,6
tinker tailor soldier spy,en,10.831,6.7,1402,2011-12-09,21000000,81452811,multiple_genres,12
tiny furniture,en,6.695,5.9,82,2010-11-12,50000,424149,multiple_genres,11
to rome with love,en,9.563,5.7,1097,2012-06-22,21500000,74326015,multiple_genres,6
to write love on her arms,en,6.328,6.8,66,2015-03-03,3400000,0,multiple_genres,3
tomb raider,en,24.968,6.3,4310,2018-03-16,90000000,273477501,multiple_genres,3
tomorrowland,en,20.136,6.2,4610,2015-05-22,170000000,206627518,multiple_genres,5
tooth fairy,en,12.65,5.3,1058,2010-01-22,48000000,112610386,multiple_genres,1
top five,en,6.322,6.3,281,2014-12-12,12000000,26001741,multiple_genres,12
top spin,en,1.249,6.9,10,2015-08-21,150000,5858,documentary,8
total recall,en,17.243,5.9,3486,2012-08-03,125000000,211856088,multiple_genres,8
tower heist,en,12.213,6.0,1592,2011-11-04,85000000,150422946,multiple_genres,11
toy story 3,en,24.445,7.7,8340,2010-06-18,200000000,1068879522,multiple_genres,6
tracker,en,3.581,6.7,29,2011-12-31,6500000,3149,multiple_genres,12
trade of innocents,en,5.882,5.7,16,2012-10-05,5800000,15091,multiple_genres,10
trainwreck,en,18.423,5.8,1731,2015-07-17,35000000,141123897,multiple_genres,7
trance,en,9.571,6.6,1348,2013-04-05,16000000,22594052,documentary,4
transcendence,en,11.035,6.0,3491,2014-04-18,100000000,103039258,multiple_genres,4
transformers: age of extinction,en,20.961,5.8,4805,2014-06-27,210000000,1104039076,multiple_genres,6
transformers: dark of the moon,en,5.339,6.1,4961,2011-06-29,195000000,1123790543,multiple_genres,6
transformers: the last knight,en,24.258,6.0,3255,2017-06-21,217000000,602893340,multiple_genres,6
trapped,en,0.655,5.8,2,2002-09-20,30000000,6916869,thriller,9
trash,es,0.6,3.0,3,2015-10-09,12000000,6553186,comedy,10
treachery,en,1.874,4.8,5,2013-12-31,625000,0,multiple_genres,12
treading water,en,1.39,6.2,7,2015-03-10,4700000,0,multiple_genres,3
trespass,en,11.909,5.5,589,2011-10-14,35000000,786532,multiple_genres,10
triangle,en,7.761,6.8,1094,2010-02-10,12000000,1594955,multiple_genres,2
triple 9,en,13.334,5.8,1258,2016-02-26,20000000,25943792,multiple_genres,2
trolls,en,16.286,6.6,1880,2016-11-04,125000000,344150134,multiple_genres,11
tron: legacy,en,13.459,6.3,4387,2010-12-17,200000000,400062763,multiple_genres,12
trouble with the curve,en,8.548,6.7,613,2012-09-21,60000000,47818913,multiple_genres,9
true grit,en,13.118,7.2,2816,2010-12-22,35000000,252276928,multiple_genres,12
trust,en,7.805,6.6,556,2011-04-01,4000000,120016,multiple_genres,4
truth or dare,en,0.6,7.0,1,2018-04-13,3500000,95127344,multiple_genres,4
tulip fever,en,9.89,6.4,307,2017-09-01,25000000,6792768,multiple_genres,9
turbo,en,14.876,6.1,1758,2013-07-17,135000000,286896578,multiple_genres,7
turbulence,en,1.073,5.6,5,1997-01-10,55000000,11532774,multiple_genres,1
tusk,en,8.655,5.3,601,2014-09-19,3000000,1887554,multiple_genres,9
twixt,en,6.12,5.0,132,2013-07-23,7000000,1268346,multiple_genres,7
two night stand,en,9.191,6.5,1241,2014-09-26,1600000,868081,multiple_genres,9
unbroken,en,12.354,7.4,2240,2014-12-25,65000000,163527824,multiple_genres,12
uncle drew,en,10.836,6.5,220,2018-06-29,18000000,46527161,multiple_genres,6
under the rainbow,en,3.705,5.5,42,1981-07-31,20000000,18826490,multiple_genres,7
under the skin,en,9.527,6.1,1781,2014-04-04,13300000,7229933,multiple_genres,4
underdogs,en,1.4,5.5,16,2013-08-16,2500000,1392649,multiple_genres,8
underworld: blood wars,en,18.976,5.5,2318,2017-01-06,35000000,81209222,multiple_genres,1
unfinished business,en,8.516,5.2,472,2015-03-06,35000000,13214051,multiple_genres,3
unforgettable,en,8.323,5.5,310,2017-04-21,12000000,16221211,multiple_genres,4
unfriended,en,8.12,5.4,2019,2015-04-17,1000000,64364198,multiple_genres,4
unfriended: dark web,en,17.861,6.1,365,2018-07-20,1000000,16434588,multiple_genres,7
unhinged,en,3.864,5.1,6,2019-09-30,29000000,0,thriller,9
united passions,en,1.519,3.3,21,2015-06-05,30000000,168832,multiple_genres,6
unknown,en,12.08,6.6,2043,2011-02-18,40000000,136123083,multiple_genres,2
unnatural,en,4.652,4.3,22,2015-12-31,3000000,0,multiple_genres,12
unsane,en,16.316,6.2,667,2018-03-23,1500000,14244931,multiple_genres,3
unstoppable,en,14.01,6.4,1913,2010-11-12,95000000,165720921,documentary,11
unsullied,en,2.478,3.3,3,2016-04-22,1500000,510957,multiple_genres,4
upgrade,en,21.413,7.4,1326,2018-06-01,3000000,16553285,drama,6
upside down,en,12.454,6.2,1645,2013-03-15,50000000,26387039,drama,3
uss indianapolis: men of courage,en,11.221,5.9,328,2016-11-11,40000000,1663785,multiple_genres,11
vacation,hu,0.6,7.0,1,2015-07-29,31000000,102306500,multiple_genres,7
valentine's day,en,11.187,5.8,1907,2010-02-12,52000000,217569328,multiple_genres,2
valerian and the city of a thousand planets,en,24.003,6.6,4149,2017-07-21,180000000,215098356,multiple_genres,7
vampires,de,2.989,6.0,12,1998-10-30,20000000,20268825,multiple_genres,10
vampires suck,en,8.992,4.1,658,2010-08-18,20000000,81424988,comedy,8
vamps,en,6.65,5.0,145,2012-11-02,16000000,94812,multiple_genres,11
venom,en,44.007,6.6,6206,2005-09-16,25000000,881745,thriller,9
veronica mars,en,7.821,6.7,699,2014-03-14,6000000,3485383,multiple_genres,3
vessel,en,1.266,6.3,13,2015-01-09,800000,0,drama,1
vice,en,14.641,4.3,312,2018-12-25,60000000,70883171,multiple_genres,12
victor frankenstein,en,9.061,5.8,1200,2015-11-25,40000000,31124367,multiple_genres,11
walter,en,3.277,5.5,31,2015-03-13,700000,0,thriller,3
wanderlust,en,9.896,5.4,693,2012-02-24,32500000,24159934,multiple_genres,2
war,en,0.6,6.0,1,2007-08-24,25000000,40686409,drama,8
war dogs,en,10.654,6.8,2387,2016-08-19,50000000,86234503,multiple_genres,8
war for the planet of the apes,en,23.445,7.0,5235,2017-07-14,152000000,489592267,multiple_genres,7
war horse,en,10.378,7.2,1849,2011-12-25,70000000,156815529,drama,12
war of the worlds,en,0.6,7.1,5,2005-06-29,132000000,606836535,thriller,6
war room,en,7.419,7.5,171,2015-08-28,3000000,73975239,drama,8
warcraft,en,21.464,6.3,4071,2016-06-10,160000000,425522281,multiple_genres,6
warm bodies,en,13.259,6.3,4109,2013-02-01,30000000,115121608,multiple_genres,2
warrior,en,15.478,7.8,2189,2011-09-09,25000000,24215385,multiple_genres,9
water & power,en,0.628,3.0,1,2014-05-02,600000,42557,multiple_genres,5
water for elephants,en,6.209,6.9,1627,2011-04-22,38000000,116809717,multiple_genres,4
we are your friends,en,10.809,6.3,1241,2015-08-28,2000000,10153415,multiple_genres,8
we bought a zoo,en,9.931,6.7,1523,2011-12-23,50000000,118729073,multiple_genres,12
we need to talk about kevin,en,11.964,7.6,1306,2012-01-13,7000000,10765283,multiple_genres,1
we're the millers,en,14.746,6.8,5231,2013-08-07,37000000,267816276,multiple_genres,8
weekend,en,8.326,7.5,287,2011-09-23,190000,1577585,horror,9
welcome to marwen,en,22.032,6.6,286,2018-12-21,45000000,12874922,multiple_genres,12
welcome to the rileys,en,8.348,6.5,241,2010-10-29,10000000,355919,drama,10
what to expect when you're expecting,en,12.27,5.9,1130,2012-05-18,37500000,88473016,multiple_genres,5
what women want,zh,1.917,6.6,13,2000-12-15,65000000,374105123,multiple_genres,12
what's your number?,en,10.391,6.4,1271,2011-09-30,20000000,30163785,multiple_genres,9
when the bough breaks,en,8.062,5.3,150,2016-09-09,10000000,30768449,multiple_genres,9
when the game stands tall,en,6.08,6.6,185,2014-08-22,15000000,30138912,multiple_genres,8
while we're young,en,8.022,5.9,609,2015-03-27,10000000,17503828,multiple_genres,3
whiplash,en,28.784,8.4,7908,2014-10-10,3300000,38969037,multiple_genres,10
whiskey tango foxtrot,en,8.564,6.2,596,2016-03-04,35000000,25350747,multiple_genres,3
white boy rick,en,13.794,6.3,277,2018-09-14,30000000,25947983,multiple_genres,9
white fang,fr,15.879,7.2,69,1991-01-18,14000000,34729091,multiple_genres,1
white house down,en,13.026,6.4,2817,2013-06-28,150000000,205440387,multiple_genres,6
why did i get married too?,en,6.636,5.9,49,2010-04-02,20000000,60831067,multiple_genres,4
why him?,en,15.044,6.2,2494,2016-12-23,38000000,117425156,comedy,12
widows,en,20.628,6.5,941,2018-11-16,40000000,73866088,comedy,11
wild,en,10.098,7.0,1454,2014-12-03,15000000,52460543,multiple_genres,12
wild card,en,0.917,8.0,1,2015-01-30,30000000,4315789,multiple_genres,1
wild target,en,9.355,6.4,356,2010-10-29,8000000,5314194,multiple_genres,10
wilson,en,6.97,5.8,195,1944-08-01,5200000,2000000,documentary,8
winchester,en,12.44,5.7,884,2018-02-02,3500000,44378040,multiple_genres,2
wind walkers,en,1.388,6.0,8,2015-12-31,2000000,0,multiple_genres,12
windsor drive,en,1.608,2.5,4,2015-08-28,850000,3256,multiple_genres,8
wings,en,3.212,3.8,12,1927-08-12,2000000,0,multiple_genres,8
winnie mandela,en,1.88,5.7,6,2013-09-06,15000000,61847,multiple_genres,9
winnie the pooh,en,11.147,6.9,444,2011-07-15,30000000,50145607,multiple_genres,7
winter's bone,en,9.824,6.9,931,2010-06-11,2000000,16131551,multiple_genres,6
wish i was here,en,7.845,6.6,440,2014-07-18,6000000,6591365,multiple_genres,7
wish upon,en,10.219,5.4,690,2017-07-14,12000000,23477345,multiple_genres,7
without men,en,2.312,4.5,13,2011-12-31,4700000,0,comedy,12
wolf,en,0.6,7.0,2,1994-06-17,70000000,131011757,drama,6
wolves,en,8.627,5.8,151,2014-11-14,18000000,94953,multiple_genres,11
woman in gold,en,7.76,7.4,787,2015-04-01,11000000,58586407,multiple_genres,4
womb,en,8.483,6.1,159,2012-03-30,13000000,0,multiple_genres,3
won't back down,en,0.938,6.2,3,2012-09-28,19000000,5745503,sport,9
wonder,en,20.101,8.2,3959,2017-11-17,20000000,304604712,multiple_genres,11
wonder woman,en,31.618,7.3,12566,2017-06-02,150000000,821133378,multiple_genres,6
wonderland,en,0.6,3.3,3,2003-10-03,5500000,1060512,multiple_genres,10
woodlawn,en,5.575,7.0,79,2015-10-16,13000000,14403703,multiple_genres,10
world war z,en,14.582,6.7,9132,2013-06-21,190000000,531514650,multiple_genres,6
wrath of the titans,en,14.991,5.6,2442,2012-03-30,150000000,305270083,multiple_genres,3
wreck-it ralph,en,22.967,7.3,7780,2012-11-02,165000000,496511521,multiple_genres,11
wuthering heights,en,7.61,6.1,115,2012-10-05,8000000,2721534,multiple_genres,10
x-men: apocalypse,en,39.293,6.5,8348,2016-05-27,178000000,542537546,multiple_genres,5
x-men: days of future past,en,41.867,7.5,10062,2014-05-23,200000000,747862775,multiple_genres,5
x-men: first class,en,1.447,7.2,8211,2011-06-03,160000000,355408305,multiple_genres,6
xxx: return of xander cage,en,21.749,5.6,2452,2017-01-20,85000000,345033359,multiple_genres,1
yoga hosers,en,8.05,4.5,221,2016-09-02,5000000,22958,multiple_genres,9
yogi bear,en,9.096,5.3,387,2010-12-17,80000000,204774690,multiple_genres,12
you again,en,10.208,6.2,734,2010-09-24,20000000,32838945,multiple_genres,9
you will meet a tall dark stranger,en,6.209,5.8,431,2010-09-22,15000000,34247816,multiple_genres,9
you're next,en,11.45,6.6,1258,2013-08-23,1000000,26887177,multiple_genres,8
young adult,en,8.335,5.7,603,2011-12-09,12000000,22750356,multiple_genres,12
your highness,en,0.6,3.0,4,2011-04-08,50000000,26121638,multiple_genres,4
your sister's sister,en,7.115,6.6,192,2012-06-15,120000,3090593,multiple_genres,6
youth,he,1.008,5.3,9,2015-12-04,13000000,24001573,multiple_genres,12
zambezia,en,7.931,5.6,131,2012-12-31,20000000,34454336,multiple_genres,12
zero dark thirty,en,14.239,6.9,2553,2012-12-19,52500000,134612435,multiple_genres,12
zipper,en,9.373,5.7,85,2015-08-28,4500000,0,multiple_genres,8
zookeeper,en,10.764,5.3,886,2011-07-08,80000000,170805525,multiple_genres,7
zoolander 2,en,12.997,4.7,1374,2016-02-12,50000000,55348693,comedy,2
zoom,en,3.434,5.5,43,2006-08-11,35000000,12506188,multiple_genres,8
zootopia,en,27.549,7.7,9977,2016-03-04,150000000,1019429616,multiple_genres,3
